cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2012_numero_total;2012_numero_hombre;2012_numero_mujer;2012_porcentaje_total;2012_porcentaje_hombre;2012_porcentaje_mujer;2024_numero_total;2024_numero_hombre;2024_numero_mujer;2024_numero_sin_especificar;2024_porcentaje_total;2024_porcentaje_hombre;2024_porcentaje_mujer;2024_porcentaje_sin_especificar
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2091;68;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;0 a 17;180;81;99;12.4;11.1;13.8;125;65;59;1;8.6;8.6;8.5;20
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2092;69;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;18 a 29;933;491;442;64.4;67.4;61.4;903;475;425;3;62.2;62.9;61.4;60
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2093;70;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;30 a 59;286;135;151;19.7;18.5;21;365;187;178;0;25.1;24.8;25.7;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2094;71;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;60 o más;7;4;3;0.5;0.5;0.4;10;7;3;0;0.7;0.9;0.4;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2095;72;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;Sin especificar;43;18;25;3;2.5;3.5;49;21;27;1;3.4;2.8;3.9;20
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2096;73;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Yotala;1,029;538;491;100;100;100;832;402;429;1;100;100;100;100
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2097;74;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;0 a 17;130;66;64;12.6;12.3;13;61;27;34;0;7.3;6.7;7.9;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2098;75;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;18 a 29;642;334;308;62.4;62.1;62.7;450;207;242;1;54.1;51.5;56.4;100
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2099;76;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;30 a 59;225;120;105;21.9;22.3;21.4;248;134;114;0;29.8;33.3;26.6;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2100;77;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;60 o más;7;3;4;0.7;0.6;0.8;13;6;7;0;1.6;1.5;1.6;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2101;78;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Sin especificar;25;15;10;2.4;2.8;2;60;28;32;0;7.2;7;7.5;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2102;79;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2103;80;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;0 a 17;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2104;81;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;18 a 29;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2105;82;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;30 a 59;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2106;83;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;60 o más;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2107;84;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Sin especificar;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2108;85;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Rural;1,029;538;491;100;100;100;832;402;429;1;100;100;100;100
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2109;86;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;0 a 17;130;66;64;12.6;12.3;13;61;27;34;0;7.3;6.7;7.9;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2110;87;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;18 a 29;642;334;308;62.4;62.1;62.7;450;207;242;1;54.1;51.5;56.4;100
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2111;88;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;30 a 59;225;120;105;21.9;22.3;21.4;248;134;114;0;29.8;33.3;26.6;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2112;89;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;60 o más;7;3;4;0.7;0.6;0.8;13;6;7;0;1.6;1.5;1.6;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2113;90;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Sin especificar;25;15;10;2.4;2.8;2;60;28;32;0;7.2;7;7.5;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2114;91;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Poroma;339;188;151;100;100;100;469;271;196;2;100;100;100;100
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2115;92;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;0 a 17;41;23;18;12.1;12.2;11.9;39;19;20;0;8.3;7;10.2;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2116;93;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;18 a 29;223;120;103;65.8;63.8;68.2;316;183;133;0;67.4;67.5;67.9;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2117;94;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;30 a 59;51;34;17;15;18.1;11.3;98;62;35;1;20.9;22.9;17.9;50
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2118;95;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;60 o más;4;0;4;1.2;0;2.6;1;1;0;0;0.2;0.4;0;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2119;96;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Sin especificar;20;11;9;5.9;5.9;6;15;6;8;1;3.2;2.2;4.1;50
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2120;97;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2121;98;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;0 a 17;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2122;99;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;18 a 29;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2123;100;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;30 a 59;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2124;101;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;60 o más;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2125;102;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Sin especificar;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2126;103;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Rural;339;188;151;100;100;100;469;271;196;2;100;100;100;100
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2127;104;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;0 a 17;41;23;18;12.1;12.2;11.9;39;19;20;0;8.3;7;10.2;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2128;105;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;18 a 29;223;120;103;65.8;63.8;68.2;316;183;133;0;67.4;67.5;67.9;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2129;106;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;30 a 59;51;34;17;15;18.1;11.3;98;62;35;1;20.9;22.9;17.9;50
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2130;107;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;60 o más;4;0;4;1.2;0;2.6;1;1;0;0;0.2;0.4;0;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2131;108;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Sin especificar;20;11;9;5.9;5.9;6;15;6;8;1;3.2;2.2;4.1;50
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2132;109;Provincia;Chuquisaca;Azurduy;;Azurduy;554;276;278;100;100;100;665;362;300;3;100;100;100;100
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2133;110;Provincia;Chuquisaca;Azurduy;;0 a 17;111;49;62;20;17.8;22.3;86;51;33;2;12.9;14.1;11;66.7
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2134;111;Provincia;Chuquisaca;Azurduy;;18 a 29;352;187;165;63.5;67.8;59.4;447;239;208;0;67.2;66;69.3;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2135;112;Provincia;Chuquisaca;Azurduy;;30 a 59;69;27;42;12.5;9.8;15.1;106;55;50;1;15.9;15.2;16.7;33.3
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2136;113;Provincia;Chuquisaca;Azurduy;;60 o más;10;4;6;1.8;1.4;2.2;4;2;2;0;0.6;0.6;0.7;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2137;114;Provincia;Chuquisaca;Azurduy;;Sin especificar;12;9;3;2.2;3.3;1.1;22;15;7;0;3.3;4.1;2.3;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2138;115;Provincia;Chuquisaca;Azurduy;;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2139;116;Provincia;Chuquisaca;Azurduy;;0 a 17;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2140;117;Provincia;Chuquisaca;Azurduy;;18 a 29;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2141;118;Provincia;Chuquisaca;Azurduy;;30 a 59;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2142;119;Provincia;Chuquisaca;Azurduy;;60 o más;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2143;120;Provincia;Chuquisaca;Azurduy;;Sin especificar;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2144;121;Provincia;Chuquisaca;Azurduy;;Rural;554;276;278;100;100;100;665;362;300;3;100;100;100;100
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2145;122;Provincia;Chuquisaca;Azurduy;;0 a 17;111;49;62;20;17.8;22.3;86;51;33;2;12.9;14.1;11;66.7
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2146;123;Provincia;Chuquisaca;Azurduy;;18 a 29;352;187;165;63.5;67.8;59.4;447;239;208;0;67.2;66;69.3;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2147;124;Provincia;Chuquisaca;Azurduy;;30 a 59;69;27;42;12.5;9.8;15.1;106;55;50;1;15.9;15.2;16.7;33.3
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2148;125;Provincia;Chuquisaca;Azurduy;;60 o más;10;4;6;1.8;1.4;2.2;4;2;2;0;0.6;0.6;0.7;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2149;126;Provincia;Chuquisaca;Azurduy;;Sin especificar;12;9;3;2.2;3.3;1.1;22;15;7;0;3.3;4.1;2.3;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2150;127;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Azurduy;196;104;92;100;100;100;270;138;130;2;100;100;100;100
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2151;128;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;0 a 17;36;17;19;18.4;16.3;20.7;41;22;17;2;15.2;15.9;13.1;100
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2152;129;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;18 a 29;130;74;56;66.3;71.2;60.9;183;91;92;0;67.8;65.9;70.8;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2153;130;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;30 a 59;19;7;12;9.7;6.7;13;40;22;18;0;14.8;15.9;13.8;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2154;131;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;60 o más;5;1;4;2.6;1;4.3;2;1;1;0;0.7;0.7;0.8;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2155;132;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Sin especificar;6;5;1;3.1;4.8;1.1;4;2;2;0;1.5;1.4;1.5;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2156;133;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2157;134;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;0 a 17;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2158;135;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;18 a 29;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2159;136;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;30 a 59;;;;;;;;;;;;;;
